,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,Age_Bin,Drinks,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations,rain,cloudy,overcast,Hour
10,2015-10-20,10:05:17,malay,female,moderate,55.0,yes,young,big,red,unknown,brown,long sleeve,grey,long,clothes,3,8,yes,23.0,1.0,11.0,2.939276297,101.6442602,3.0,"(50, 60]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,10
11,2015-10-20,10:41:35,unknown,male,thin,33.0,no,no_kids,big,brown,formal,unknown,long sleeve,brown,long,unknown,5,9,unknown,39.0,0.0,9.0,2.957245277,101.6766783,1.0,"(30, 40]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,10
12,2015-10-20,10:49:31,malay,female,thin,55.0,yes,toddler,big,blue,casual,brown,long sleeve,grey,long,clothes,4,7,no,46.0,0.0,11.0,2.970509739,101.6621115,1.0,"(50, 60]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,10
13,2015-10-20,11:13:26,malay,female,fat,55.0,yes,unknown,big,blue,traditional,unknown,long sleeve,orange,long,clothes,6,7,unknown,48.0,2.0,16.0,2.943176549,101.7346564,1.0,"(50, 60]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,11
14,2015-10-20,11:19:20,malay,female,moderate,50.0,yes,young,big,pink,casual,green,long sleeve,grey,long,clothes,5,10,no,35.0,0.0,8.0,2.915475549,101.6616564,2.0,"(40, 50]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,11
15,2015-10-20,11:27:26,indian,male,fat,34.0,no,no_kids,big,black,casual,red,short_sleeve,grey,long,clothes,3,10,no,36.0,5.0,17.0,2.943831439,101.6823814,1.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,11
16,2015-10-20,11:27:57,unknown,male,moderate,53.0,yes,baby,big,pink,formal,red,long sleeve,black,long,clothes,5,9,no,15.0,0.0,19.0,2.934433738,101.7258593,1.0,"(50, 60]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,11
17,2015-10-20,12:10:46,chinese,female,moderate,44.0,no,no_kids,big,white,casual,unknown,short_sleeve,unknown,long,clothes,5,7,no,30.0,0.0,20.0,2.939402932,101.6633933,1.0,"(40, 50]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,12
18,2015-10-20,13:36:46,chinese,female,thin,29.0,no,unknown,small,white,casual,brown,short_sleeve,black,long,unknown,3,7,yes,54.0,3.0,10.0,2.951222745,101.7235245,3.0,"(20, 30]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,13
19,2015-10-20,13:44:03,chinese,female,moderate,42.0,unknown,no_kids,small,orange,casual,black,short_sleeve,black,long,clothes,3,8,no,22.0,2.0,13.0,2.947776713,101.6978995,3.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,13
20,2015-10-20,13:47:46,chinese,male,thin,41.0,no,no_kids,big,white,unknown,black,unknown,brown,long,clothes,6,9,no,50.0,3.0,18.0,2.9662059,101.6346878,1.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,13
21,2015-10-20,14:39:57,unknown,male,thin,36.0,yes,young,unknown,red,unknown,grey,unknown,white,short,blankets,5,9,yes,20.0,0.0,13.0,2.966805235,101.691886,3.0,"(30, 40]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,14
22,2015-10-20,14:54:19,indian,male,fat,40.0,no,no_kids,big,unknown,unknown,black,unknown,blue_jeans,long,unknown,4,10,no,60.0,3.0,19.0,2.904241872,101.6693722,2.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,14
23,2015-10-20,14:54:19,indian,male,thin,42.0,unknown,no_kids,big,blue,unknown,black,short_sleeve,blue_jeans,long,clothes,6,9,no,34.0,3.0,12.0,2.953809463,101.6864277,1.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,14
24,2015-10-20,15:26:05,malay,female,fat,32.0,no,no_kids,big,purple,unknown,unknown,unknown,black,long,clothes,3,7,no,58.0,0.0,10.0,2.971703373,101.6786169,2.0,"(30, 40]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,15
25,2015-10-20,15:45:51,chinese,male,thin,40.0,yes,toddler,big,red,casual,unknown,short_sleeve,white,short,clothes,5,9,yes,54.0,2.0,18.0,2.925992147,101.7259705,2.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,15
26,2015-10-20,15:52:41,foreigner,male,moderate,39.0,no,no_kids,big,blue,casual,black,short_sleeve,unknown,long,unknown,3,8,no,43.0,5.0,17.0,2.94146915,101.7094355,1.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,15
27,2015-10-20,16:01:30,unknown,female,fat,55.0,no,no_kids,big,purple,casual,purple,long sleeve,black,long,clothes,3,7,no,58.0,2.0,11.0,2.959500865,101.7081422,2.0,"(50, 60]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,16
28,2015-10-20,16:34:06,chinese,male,thin,46.0,no,no_kids,big,red,unknown,purple,short_sleeve,black,unknown,clothes,4,7,no,56.0,1.0,15.0,2.932691012,101.6432777,2.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,16
29,2015-10-20,18:14:37,malay,female,thin,46.0,no,no_kids,small,white,casual,white,unknown,grey,unknown,unknown,6,10,no,16.0,1.0,20.0,2.943731299,101.7349606,1.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,18
30,2015-10-20,18:34:26,malay,male,fat,35.0,no,no_kids,big,blue,formal,white,short_sleeve,brown,unknown,clothes,4,7,yes,41.0,1.0,17.0,2.932445148,101.7365378,2.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,18
31,2015-10-20,18:37:46,chinese,female,thin,35.0,unknown,no_kids,small,green,casual,grey,short_sleeve,grey,short,clothes,5,9,no,31.0,3.0,9.0,2.938365035,101.7021395,2.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,18
32,2015-10-20,18:48:34,malay,female,unknown,41.0,no,unknown,big,red,formal,orange,long sleeve,black,long,clothes,5,10,no,38.0,5.0,9.0,2.961409415,101.6954655,3.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,18
33,2015-10-20,18:57:46,malay,female,fat,31.0,unknown,no_kids,big,red,traditional,green,long sleeve,green,long,clothes,4,9,yes,51.0,4.0,18.0,2.909508314,101.7448743,2.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,18
34,2015-10-20,18:57:46,malay,female,fat,34.0,no,no_kids,big,red,traditional,brown,long sleeve,brown,long,clothes,5,9,unknown,23.0,1.0,18.0,2.920341513,101.7127793,3.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,18
35,2015-10-20,1:17:50,chinese,unknown,moderate,33.0,no,no_kids,small,pink,casual,white,short_sleeve,blue_jeans,short,unknown,5,7,no,23.0,0.0,10.0,2.9086064,101.6668225,3.0,"(30, 40]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,1
36,2015-10-20,20:09:18,malay,female,fat,36.0,no,no_kids,big,blue,casual,grey,long sleeve,black,long,unknown,4,8,no,37.0,5.0,12.0,2.938475943,101.6852813,1.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,20
37,2015-10-20,20:21:03,malay,unknown,unknown,33.0,no,unknown,big,unknown,casual,black,short_sleeve,blue_jeans,long,clothes,4,10,yes,15.0,0.0,14.0,2.920208022,101.7141611,1.0,"(30, 40]",0,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,20
38,2015-10-20,20:21:03,malay,unknown,fat,51.0,no,no_kids,big,blue,casual,blue,short_sleeve,red,long,clothes,6,9,no,60.0,2.0,18.0,2.911034456,101.7459985,2.0,"(50, 60]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,20
39,2015-10-20,20:21:03,foreigner,female,moderate,46.0,no,no_kids,unknown,unknown,formal,grey,long sleeve,black,long,blankets,3,7,no,53.0,2.0,11.0,2.962275698,101.6918951,1.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,20
40,2015-10-20,20:32:37,unknown,female,moderate,51.0,no,no_kids,big,unknown,casual,red,long sleeve,red,long,clothes,6,8,no,35.0,5.0,21.0,2.932841078,101.6624616,2.0,"(50, 60]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,20
41,2015-10-20,20:44:46,indian,male,fat,40.0,no,no_kids,big,unknown,casual,red,short_sleeve,black,short,clothes,5,7,no,50.0,5.0,14.0,2.938229596,101.7328228,1.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,20
42,2015-10-20,20:48:32,malay,unknown,fat,28.0,no,no_kids,big,blue,casual,blue,long sleeve,brown,long,clothes,3,9,yes,39.0,2.0,11.0,2.922380929,101.687864,1.0,"(20, 30]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,20
43,2015-10-20,21:05:59,unknown,female,fat,40.0,yes,toddler,big,orange,casual,black,short_sleeve,black,long,blankets,5,9,no,24.0,1.0,16.0,2.943119223,101.7154266,2.0,"(30, 40]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,21
44,2015-10-20,21:39:30,indian,male,moderate,49.0,no,no_kids,big,red,casual,unknown,short_sleeve,unknown,short,clothes,4,8,no,31.0,3.0,14.0,2.919551168,101.668476,3.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,21
45,2015-10-20,21:44:10,indian,male,fat,48.0,no,no_kids,big,red,unknown,black,short_sleeve,blue,short,clothes,5,10,unknown,32.0,5.0,11.0,2.916453312,101.7460087,2.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,21
46,2015-10-20,22:04:52,indian,female,fat,42.0,no,no_kids,unknown,white,traditional,red,short_sleeve,black,long,clothes,5,7,no,55.0,4.0,15.0,2.91001756,101.6719134,3.0,"(40, 50]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,22
47,2015-10-20,22:04:52,foreigner,male,moderate,54.0,no,no_kids,big,white,casual,white,unknown,black,long,clothes,3,9,no,20.0,4.0,16.0,2.965581773,101.6384887,3.0,"(50, 60]",1,cyberjaya,30.0,25.0,27.7,37.2,25.0,31.3,24.7,83.6,0.0,0,0.0,None,0.0,10.0,127.5,1010.1,96.5,1.2,225.0,19.4,8,2015-10-20T06:56:55,2015-10-20T18:59:29,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK",0,0,1,22
